bank_loan_restrict_rate,DFH,size,age,age^2,asset,tax_tolerance,employee_number,gdp_2_proportion,reserve_rate,loan_rate_annual,industry,company_ownership,bank_type,industry,company,region,is_bank_loan,is_need_bank_loan,is_need_bank_loan_pro,no_apply_bank_loan_reason_1,no_apply_bank_loan_reason_2,no_apply_bank_loan_reason_3,no_apply_bank_loan_reason_4,no_apply_bank_loan_reason_5,no_apply_bank_loan_reason_6,no_apply_bank_loan_reason_7,no_apply_bank_loan_reason_8,no_receive_bank_loan_reason_1,no_receive_bank_loan_reason_2,no_receive_bank_loan_reason_3,no_receive_bank_loan_reason_4,no_receive_bank_loan_reason_5,no_receive_bank_loan_reason_6,no_receive_bank_loan_reason_7,no_receive_bank_loan_reason_8,is_private_loan,is_need_private_loan
0.0,5.482844821891153,0.0,2.833213344056216,5.54907608489522,14.508658238524095,4.0,3.4339872044851463,34.6564,1.62,3.85,15.0,3.0,3.0,15.0,201501296,华东,0.0,0.0,1.0,,,,,,,,,,,,,,,,,0.0,0.0
0.0,5.482844821891153,14.220976332738882,4.836281906951478,9.65669147255669,15.201805169084134,3.0,4.61512051684126,34.6564,1.62,3.85,6.0,3.0,2.0,6.0,201501298,华东,0.0,0.0,1.0,,,,,,,,,,,,,,,,,0.0,0.0
0.0,5.482844821891153,15.830413711839864,4.890349128221754,9.765661235628723,15.424948670398354,4.0,3.044522437723423,34.6564,1.62,3.85,13.0,3.0,1.0,13.0,201501299,华东,0.0,0.0,1.0,,,,,,,,,,,,,,,,,0.0,0.0
0.0,5.482844821891153,14.690979711984754,5.075173815233827,10.137847959055502,12.75014250498702,4.0,2.19722457733622,34.6564,1.62,3.85,5.0,3.0,2.0,5.0,201501300,华东,0.0,0.0,1.0,,,,,,,,,,,,,,,,,0.0,0.0
0.0,5.482844821891153,14.914123179965662,4.418840607796598,8.81358720447004,13.384729180332174,4.0,1.6094379124341005,34.6564,1.62,3.85,1.0,3.0,2.0,1.0,201501311,华东,0.0,0.0,1.0,,,,,,,,,,,,,,,,,0.0,0.0
1.0,5.482844821891153,13.304686600863562,3.871201010907891,7.700747794511798,10.819798284210286,3.0,2.772588722239781,34.6564,1.62,3.85,7.0,3.0,3.0,7.0,201501312,华东,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,0.0,0.0
0.0,5.482844821891153,10.819798284210286,3.4339872044851463,6.803505257608338,10.59665973278358,3.0,1.0986122886681098,34.6564,1.62,3.85,13.0,3.0,4.0,13.0,201501314,华东,0.0,0.0,1.0,,,,,,,,,,,,,,,,,0.0,0.0
0.5999999999987999,5.482844821891153,12.611541086966117,4.143134726391533,8.254528881939745,11.51293546492023,3.0,1.3862943611198906,34.6564,1.62,3.85,4.0,3.0,3.0,4.0,201501316,华东,1.0,,,,,,,,,,,,,,,,,,,0.0,
0.0,5.482844821891153,13.815511557963774,4.74493212836325,9.47247384058159,13.017005083966255,4.0,1.6094379124341005,34.6564,1.62,3.85,7.0,3.0,3.0,7.0,201501317,华东,0.0,0.0,1.0,,,,,,,,,,,,,,,,,0.0,0.0
0.0,5.482844821891153,14.403297778421797,4.454347296253507,8.885440911707585,21.05973807428191,3.0,1.6094379124341005,34.6564,1.62,3.85,4.0,3.0,2.0,4.0,201501319,华东,0.0,0.0,1.0,,,,,,,,,,,,,,,,,0.0,0.0
1.0,5.482844821891153,14.690979711984754,4.07753744390572,8.121183242078828,13.815511557963774,4.0,1.3862943611198906,34.6564,1.62,3.85,4.0,3.0,8.0,4.0,201501320,华东,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,,0.0,0.0
0.0,5.482844821891153,15.607270193858982,4.143134726391533,8.254528881939745,12.206077645517674,5.0,1.9459101490553128,34.6564,1.62,3.85,4.0,3.0,1.0,4.0,201501321,华东,0.0,0.0,1.0,,,,,,,,,,,,,,,,,0.0,0.0
0.0,5.482844821891153,11.51293546492023,3.80666248977032,7.5688956634069955,13.122365377402328,1.0,1.0986122886681098,34.6564,1.62,3.85,4.0,3.0,1.0,4.0,201501322,华东,0.0,0.0,1.0,,,,,,,,,,,,,,,,,0.0,0.0
